('BCI', 25126.885215622, [-7379.5625423863585, -7513.002456784542, -7577.040204648996, -8668.319424190453, -63603.69933887713, -99932.45898872126, -128086.82806334831, -142907.80042502886])
('BCI', 25126.889226157, [-7383.250580221485, -7522.054913288941, -7580.080041894918, -8670.062860257967, -63596.658539373704, -99928.34626774148, -128057.77079555641, -142907.59925932877])
('BCI', 25126.894030379, [-7381.820068576345, -7533.186082027684, -7581.063518650952, -8666.128953233832, -63552.93852721912, -99911.67186637782, -127950.81769833776, -142876.6197415137])
('BCI', 25126.898428655, [-7378.668472608147, -7527.39698021376, -7579.342434327893, -8665.301938688986, -63555.88895748722, -99914.6893518793, -127966.86625085668, -142875.16687812412])
('BCI', 25126.901181726, [-7379.160210986163, -7513.561250395925, -7577.151963371273, -8667.984148023623, -63598.692548119136, -99930.89436660938, -128075.47337716502, -142904.24649766047])
('BCI', 25126.905290819, [-7383.384690688216, -7520.087959776874, -7580.102393639374, -8670.979281780636, -63603.29700747693, -99931.14023579839, -128074.24403121998, -142912.71780880901])
('BCI', 25126.909166306, [-7384.345815699794, -7533.923689594709, -7583.075175651929, -8668.945273035202, -63561.34278313432, -99915.62812514641, -127966.84389911222, -142883.9734654395])
('BCI', 25126.913282601, [-7380.858943564766, -7531.666163404723, -7581.532905284514, -8667.090078245412, -63552.96087896358, -99913.97409605671, -127954.43868093952, -142875.16687812412])
('BCI', 25126.917393618, [-7379.473135408537, -7515.550555652447, -7577.8448674493875, -8668.408831168274, -63593.19401898313, -99929.26268926414, -128061.0788537358, -142900.93843948108])
('BCI', 25126.922165169, [-7383.474097666037, -7518.568041153913, -7580.1918006171945, -8672.074517258945, -63608.549667423926, -99933.62127943293, -128087.3868569597, -142916.91993676662])
('BCI', 25126.92624118, [-7385.217533733551, -7532.560233182935, -7583.388100074304, -8670.353432935886, -63569.14354194922, -99918.6903141368, -127984.72529467646, -142890.83545098727])
('BCI', 25126.929236261, [-7381.775365087434, -7533.8789861057985, -7582.315216340449, -8667.850037556891, -63550.23396614003, -99912.74475011167, -127944.87213431265, -142875.14452637965])
('BCI', 25126.933234617, [-7378.802583074878, -7516.958715553131, -7577.733108727111, -8667.76063057907, -63585.52737063496, -99926.17814852932, -128042.50455409344, -142896.28927663437])
('BCI', 25126.937277222, [-7381.976530787531, -7515.751721352544, -7578.761288972055, -8671.33690969192, -63610.20369651362, -99933.84479687749, -128094.22649076302, -142918.0822274783])
('BCI', 25126.941362865, [-7385.50810641147, -7530.5932796708685, -7583.209286118661, -8671.538075392018, -63577.63720484224, -99921.64074440488, -128004.37247805268, -142897.98800921298])
('BCI', 25126.945517634, [-7380.233094720018, -7533.119026794318, -7580.750594228577, -8666.1960084672, -63547.26118412748, -99909.70491286575, -127937.63016910914, -142874.20575311253])
('BCI', 25126.950094394, [-7377.550885385381, -7518.433930687182, -7577.062556393452, -8666.643043356305, -63577.0560594864, -99922.06542754953, -128021.49391430545, -142891.39424459866])
('BCI', 25126.954229096, [-7380.344853442294, -7513.471843418103, -7577.308425582461, -8670.487543402618, -63609.98017906907, -99933.33070675502, -128095.96992683053, -142918.10457922277])
('BCI', 25126.957270494, [-7380.858943564766, -7523.686590634178, -7578.336605827404, -8667.917092790258, -63581.59346361083, -99920.1878810153, -128020.4657340605, -142900.89373599217])
('BCI', 25126.961230697, [-7378.243789463496, -7531.219128515617, -7578.515419783047, -8664.296110188498, -63545.76361724897, -99907.11211050894, -127935.50675338588, -142874.40691881263])
('BCI', 25126.965380805, [-7374.108716739263, -7517.763378353522, -7574.335643569904, -8663.022060754545, -63566.21546342558, -99915.67282863532, -127997.73400994946, -142884.3757968397])
('BCI', 25126.969213488, [-7374.5110481394595, -7507.548631137447, -7571.966358657642, -8664.966662522158, -63603.386414454755, -99927.83217761901, -128088.39268546017, -142912.226070431])
('BCI', 25126.973384846, [-7378.333196441316, -7518.948020809654, -7575.654396492768, -8666.352470678386, -63587.717841591584, -99920.99254381568, -128038.23537090248, -142905.90052675016])
('BCI', 25126.978149004, [-7377.0367952629085, -7529.363933725826, -7576.839038948899, -8663.066764243456, -63547.06001842738, -99906.10628200845, -127939.194791221, -142876.731500236])
('BCI', 25126.98128917, [-7374.064013250353, -7520.53499466598, -7574.648567992279, -8662.887950287814, -63559.24171915552, -99912.5882879005, -127978.39975099561, -142881.44771831605])
('BCI', 25126.985123558, [-7374.93573128411, -7508.48740440457, -7572.703966224667, -8665.860732300369, -63601.0618330314, -99927.80982587456, -128082.11184526824, -142911.44375937508])
('BCI', 25126.989232751, [-7379.69665285309, -7518.255116731539, -7576.794335459988, -8668.788810824015, -63596.92676030717, -99925.35113398447, -128058.50840312343, -142913.94715475407])
('BCI', 25126.993184214, [-7379.584894130814, -7530.906204093243, -7579.0742133944295, -8666.1960084672, -63554.45844584209, -99909.81667158804, -127952.02469253835, -142884.33109335077])
('BCI', 25126.99729266, [-7375.159248728663, -7524.468901690114, -7576.21319010415, -8664.027889255034, -63554.48079758654, -99910.9342588108, -127962.35119847671, -142880.5312967934])
('BCI', 25127.001586761, [-7375.338062684305, -7510.432006172181, -7573.866256936343, -8666.821857311948, -63597.262036474, -99927.31808749653, -128071.36065618524, -142909.56621284084])
('BCI', 25127.007179883, [-7381.216571476051, -7518.121006264807, -7578.493068038591, -8671.627482369839, -63605.35336796682, -99930.02264857563, -128076.2780399654, -142921.05500949087])
('BCI', 25127.009252765, [-7376.612112118258, -7526.324096479905, -7575.766155215044, -8663.804371810482, -63557.72180053256, -99908.74378785418, -127963.42408221056, -142886.70037826305])
