Signal Type,Msg,Time,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
BCI,msg,28907.458450976,-187500.02235174447,-187500.02235174447,-159908.4478507576,-142289.35000769497,-147485.43768947574,-147331.59063238988,-145043.39784901118,-122246.47369938776
BCI,msg,28907.463313145,-187500.02235174447,-187500.02235174447,-159990.1658284862,-142383.29438964062,-147603.85723159998,-147391.15803136327,-145074.4891255485,-122311.85255191954
BCI,msg,28907.466371273,-187500.02235174447,-187500.02235174447,-159814.79404148986,-142167.73416611363,-147343.54881567345,-147256.1981983421,-145000.84012756828,-122233.53203934814
BCI,msg,28907.469353109,-187500.02235174447,-187500.02235174447,-159675.72148748895,-142005.013466479,-147139.94677543006,-147152.06142092485,-144944.46902805197,-122131.11634625393
BCI,msg,28907.475003286,-187500.02235174447,-187500.02235174447,-159873.31090847385,-142246.9711002077,-147432.86638651686,-147302.68982680916,-145026.54463369187,-122223.31729213207
BCI,msg,28907.478384209,-187500.02235174447,-187500.02235174447,-159992.04337502044,-142385.6636745529,-147604.50543218918,-147391.76152846357,-145075.27143660444,-122306.89046465045
BCI,msg,28907.48237383,-187500.02235174447,-187500.02235174447,-159863.99023103598,-142225.58048076398,-147412.23572638462,-147292.9668179711,-145022.34250573427,-122260.66705711688
BCI,msg,28907.486468218,-187500.02235174447,-187500.02235174447,-159673.66512699905,-141999.87256525428,-147133.06243813783,-147149.60272903476,-144944.40197281862,-122136.23489573419
BCI,msg,28907.49042656,-187500.02235174447,-187500.02235174447,-159839.89505051318,-142205.46391075422,-147380.56330449146,-147276.5606375409,-145013.73708411897,-122205.07826865654
BCI,msg,28907.494345006,-187500.02235174447,-187500.02235174447,-159986.54484588443,-142379.4051861054,-147594.84947858448,-147386.77708945,-145073.03626215892,-122298.77678141318
BCI,msg,28907.497443011,-187500.02235174447,-187500.02235174447,-159906.3020832899,-142276.69892033326,-147473.52420968108,-147323.45459740813,-145038.59222395328,-122281.00714457121
BCI,msg,28907.502341346,-187500.02235174447,-187500.02235174447,-159683.07521141472,-142009.48381537007,-147144.81945572133,-147154.87774072622,-144947.24064436444,-122146.85197435046
BCI,msg,28907.506420977,-187500.02235174447,-187500.02235174447,-159801.80767796133,-142158.5923026314,-147322.269954952,-147246.51989299298,-144997.733235089,-122185.38638179141
BCI,msg,28907.510426444,-187500.02235174447,-187500.02235174447,-159975.8607120348,-142366.68704351032,-147577.66098709835,-147378.0822608569,-145068.9458929236,-122289.12082780848
BCI,msg,28907.514373495,-187500.02235174447,-187500.02235174447,-159941.17080464016,-142319.346048754,-147525.04498065056,-147348.26503375353,-145050.6845177036,-122295.69224067834
BCI,msg,28907.517661997,-187500.02235174447,-187500.02235174447,-159702.7894500243,-142032.2825947145,-147173.72026130205,-147167.5288280879,-144952.11332465571,-122161.22414603522
BCI,msg,28907.521464614,-187500.02235174447,-187500.02235174447,-159759.4511222185,-142106.98212468412,-147259.4168495437,-147212.52288967645,-144977.48255461248,-122163.05698908055
BCI,msg,28907.525477106,-187500.02235174447,-187500.02235174447,-159958.31459263738,-142346.07873512254,-147551.35298387444,-147364.09006882788,-145060.85456143078,-122276.3132782356
BCI,msg,28907.529464582,-187500.02235174447,-187500.02235174447,-159972.53030211094,-142357.43342130585,-147569.21202769424,-147372.44962125417,-145064.92257892163,-122310.77966818569
BCI,msg,28907.534418352,-187500.02235174447,-187500.02235174447,-159741.61443014318,-142077.56722898094,-147227.6997241616,-147196.98842728,-144969.72649928648,-122189.85673068247
BCI,msg,28907.538478312,-187500.02235174447,-187500.02235174447,-159725.11884273516,-142064.62556894132,-147206.93495356262,-147185.92431377462,-144963.28919688336,-122149.7800528741
BCI,msg,28907.542411838,-187500.02235174447,-187500.02235174447,-159935.26994410396,-142319.45780747628,-147517.57949800248,-147345.71693488563,-145049.9916136255,-122262.11992050648
BCI,msg,28907.546487263,-187500.02235174447,-187500.02235174447,-159992.75863084302,-142382.84735475152,-147598.26929548613,-147387.7829179505,-145073.3044830924,-122319.78742120117
BCI,msg,28907.550435016,-187500.02235174447,-187500.02235174447,-159786.49673300944,-142131.03260171803,-147292.49743133754,-147230.53839570744,-144988.0772814843,-122220.76919326416
BCI,msg,28907.553516352,-187500.02235174447,-187500.02235174447,-159702.1412494351,-142035.3224319604,-147170.0769269558,-147168.84758101078,-144955.66725202408,-122147.12019528392
BCI,msg,28907.55752786,-187500.02235174447,-187500.02235174447,-159918.17085959564,-142297.95542931027,-147488.23165753265,-147334.54106265798,-145047.80114266888,-122258.36482743798
BCI,msg,28907.562391547,-187500.02235174447,-187500.02235174447,-160011.98113107457,-142406.1155207295,-147623.30324927607,-147404.72554024763,-145086.49201232102,-122333.4219853189
BCI,msg,28907.566459735,-187500.02235174447,-187500.02235174447,-159842.39844589215,-142197.75255891713,-147372.20375206516,-147274.43722181764,-145015.34640971976,-122261.09174026153
BCI,msg,28907.570575211,-187500.02235174447,-187500.02235174447,-159696.1509819211,-142026.33703068938,-147157.49289482748,-147165.87479899824,-144957.72361251398,-122158.29606751158
BCI,msg,28907.573684847,-187500.02235174447,-187500.02235174447,-159894.0980308173,-142268.78640279607,-147450.5019128921,-147317.75490257202,-145041.69911643257,-122252.15104247941
BCI,msg,28907.577446337,-187500.02235174447,-187500.02235174447,-160019.267799767,-142415.86088131202,-147632.91449939186,-147411.81104323996,-145092.81755600186,-122339.94869469985
BCI,msg,28907.581477716,-187500.02235174447,-187500.02235174447,-159900.4459262426,-142267.04296672856,-147454.36876468288,-147320.4818153956,-145044.5824914673,-122302.15189482593
BCI,msg,28907.585665663,-187500.02235174447,-187500.02235174447,-159704.3093686473,-142033.89192031528,-147165.5395228314,-147173.5414473464,-144966.217275407,-122178.21147182125
BCI,msg,28907.589718563,-187500.02235174447,-187500.02235174447,-159863.63260312472,-142231.99543142266,-147403.96558093614,-147295.33610288336,-145032.1772732946,-122242.49508887471
BCI,msg,28907.594525644,-187500.02235174447,-187500.02235174447,-160016.8091078769,-142414.38566617796,-147629.00294411217,-147410.78286299502,-145094.248067647,-122340.30632261114
BCI,msg,28907.598712312,-187500.02235174447,-187500.02235174447,-159948.83745298834,-142326.11862732394,-147525.1120358839,-147357.69746991366,-145066.75542196698,-122333.19846787435
BCI,msg,28907.601712415,-187500.02235174447,-187500.02235174447,-159718.68154033204,-142050.74513563456,-147186.37134866373,-147183.8903050292,-144972.58752257677,-122197.07634414153
BCI,msg,28907.605646929,-187500.02235174447,-187500.02235174447,-159826.5287073289,-142187.5154599566,-147348.42149596472,-147266.8599804473,-145017.87215684322,-122227.92175148986
BCI,msg,28907.609565788,-187500.02235174447,-187500.02235174447,-160004.60505540433,-142401.13108171595,-147611.12154854793,-147401.30572334598,-145090.00123620048,-122333.37728182999
BCI,msg,28907.613601338,-187500.02235174447,-187500.02235174447,-159983.92969178315,-142370.17391564537,-147577.70569058726,-147383.60314173737,-145080.72526225154,-122351.75041577226
BCI,msg,28907.617809784,-187500.02235174447,-187500.02235174447,-159744.07312203327,-142081.21056332716,-147223.49759620402,-147202.01756978245,-144982.69051107057,-122219.49514383021
BCI,msg,28907.62257949,-187500.02235174447,-187500.02235174447,-159783.970985886,-142136.91111050977,-147286.52951556796,-147233.04179108643,-144998.470842656,-122208.52043730265
BCI,msg,28907.626536289,-187500.02235174447,-187500.02235174447,-159985.04727900593,-142379.3157791276,-147582.84659181198,-147385.5924469939,-145081.32875935183,-122320.90500842393
BCI,msg,28907.629546406,-187500.02235174447,-187500.02235174447,-160010.8635438518,-142404.0144567507,-147616.68713291732,-147403.6526565138,-145092.25876239047,-122364.49091011178
BCI,msg,28907.633594801,-187500.02235174447,-187500.02235174447,-159781.37818352916,-142125.69053479322,-147276.9629689411,-147229.3537532513,-144998.31438044482,-122246.67486508786
BCI,msg,28907.637636845,-187500.02235174447,-187500.02235174447,-159752.36561922618,-142097.61674375736,-147236.72982892155,-147208.7454448635,-144987.29497042837,-122198.46215229777
BCI,msg,28907.641690975,-187500.02235174447,-187500.02235174447,-159966.8529590193,-142357.2993108391,-147552.67173679732,-147372.29315904298,-145076.9031139497,-122312.25488331974
BCI,msg,28907.645678565,-187500.02235174447,-187500.02235174447,-160028.45436673812,-142426.38855295046,-147640.8940721624,-147417.04135144252,-145100.48420435004,-122371.24113693729
BCI,msg,28907.650568318,-187500.02235174447,-187500.02235174447,-159825.5675823173,-142178.79827961902,-147340.1737022607,-147262.32257632288,-145016.79927310935,-122275.68742939085
BCI,msg,28907.654569741,-187500.02235174447,-187500.02235174447,-159726.16937472456,-142065.36317650834,-147195.82613656833,-147188.3383021758,-144976.65554006762,-122191.15313186088
BCI,msg,28907.657682636,-187500.02235174447,-187500.02235174447,-159937.79569122742,-142323.41406624485,-147508.75055894264,-147349.71789714313,-145064.87787543272,-122295.93810986736
BCI,msg,28907.661586791,-187500.02235174447,-187500.02235174447,-160034.93637263018,-142435.9103960884,-147649.61125249998,-147421.8469765004,-145103.56874508486,-122371.19643344838
BCI,msg,28907.665661713,-187500.02235174447,-187500.02235174447,-159872.10391427326,-142235.2140826242,-147407.51950830454,-147296.90072499524,-145035.99942159647,-122304.02944136018
BCI,msg,28907.669674933,-187500.02235174447,-187500.02235174447,-159712.93714200702,-142048.26409200003,-147173.85437176877,-147177.6765200706,-144971.84991500975,-122192.15896036137
BCI,msg,28907.673707049,-187500.02235174447,-187500.02235174447,-159903.4410599996,-142282.68918784728,-147457.27449146207,-147322.64993460773,-145050.34924153678,-122277.43086545836
BCI,msg,28907.678646778,-187500.02235174447,-187500.02235174447,-160032.61179120681,-142434.68105014338,-147645.61029024248,-147419.7012090327,-145102.5405648399,-122366.07788396812
BCI,msg,28907.682640188,-187500.02235174447,-187500.02235174447,-159917.99204564,-142291.0263885291,-147474.03829980353,-147330.96478354512,-145054.5960729833,-122330.02452016169
BCI,msg,28907.685697687,-187500.02235174447,-187500.02235174447,-159710.4560983725,-142044.6878128872,-147169.40637462217,-147174.12259270222,-144969.212409164,-122197.74689647519
BCI,msg,28907.689688904,-187500.02235174447,-187500.02235174447,-159866.27010897044,-142237.8292367255,-147400.67987450122,-147293.72677728257,-145035.23946228498,-122259.0577315161
BCI,msg,28907.693714025,-187500.02235174447,-187500.02235174447,-160026.19684054816,-142427.8190645956,-147634.36736278146,-147414.91793571925,-145101.55708808388,-122360.51229959873
BCI,msg,28907.697703442,-187500.02235174447,-187500.02235174447,-159964.84130201832,-142347.33043281204,-147539.90889071333,-147366.86168514035,-145076.7019482496,-122357.00307571926
BCI,msg,28907.701726648,-187500.02235174447,-187500.02235174447,-159729.23156371494,-142065.45258348616,-147193.65801735618,-147188.2935986869,-144979.18128719108,-122217.72935601823
BCI,msg,28907.706599367,-187500.02235174447,-187500.02235174447,-159827.64629455167,-142191.04703558053,-147342.11830402832,-147263.84249494583,-145019.86146209974,-122241.44455688531
BCI,msg,28907.710671847,-187500.02235174447,-187500.02235174447,-160008.22603800608,-142408.10482598603,-147609.22165026923,-147399.76345297854,-145091.96818971256,-122346.31894186961
BCI,msg,28907.713721252,-187500.02235174447,-187500.02235174447,-159995.64200587774,-142386.356578631,-147586.86990581392,-147388.4311185397,-145086.78258499893,-122369.78827354769
BCI,msg,28907.71765649,-187500.02235174447,-187500.02235174447,-159756.72420939498,-142097.8402612019,-147232.9523841086,-147207.8513750853,-144990.223048952,-122239.83523128454
BCI,msg,28907.721668934,-187500.02235174447,-187500.02235174447,-159788.17311384357,-142143.1472472128,-147282.50620156602,-147232.86297713078,-145003.45528166954,-122224.12195493246
BCI,msg,28907.725718808,-187500.02235174447,-187500.02235174447,-159993.25036922103,-142390.3575408885,-147584.5229726461,-147388.72169121762,-145088.41426234416,-122337.8252789766
BCI,msg,28907.729789929,-187500.02235174447,-187500.02235174447,-160023.73814865807,-142421.04648602565,-147626.32073477755,-147409.91114496125,-145099.992465972,-122382.86404405405
BCI,msg,28907.734698834,-187500.02235174447,-187500.02235174447,-159794.72217496898,-142143.12489546835,-147287.53534406846,-147235.5004829765,-145005.31047645933,-122265.8079583416
BCI,msg,28907.737708935,-187500.02235174447,-187500.02235174447,-159754.1537587826,-142101.1483193813,-147230.4042852407,-147205.86206982876,-144988.9266477736,-122210.55444604809
BCI,msg,28907.740818648,-187500.02235174447,-187500.02235174447,-159968.12700845327,-142360.80853471858,-147546.81557975002,-147368.40395550776,-145076.92546569413,-122321.7767264577
BCI,msg,28907.745678602,-187500.02235174447,-187500.02235174447,-160039.80905292142,-142441.45362871332,-147648.60542399948,-147421.73521777813,-145106.78739628644,-122387.62496562302
BCI,msg,28907.749733828,-187500.02235174447,-187500.02235174447,-159839.0903877128,-142196.25499203862,-147351.528388444,-147267.93286418114,-145022.85659585675,-122293.41236274391
BCI,msg,28907.753791532,-187500.02235174447,-187500.02235174447,-159725.43176715754,-142066.21254279764,-147187.8465637978,-147182.10216547278,-144974.35331038875,-122199.4903325427
BCI,msg,28907.757829662,-187500.02235174447,-187500.02235174447,-159937.66158076067,-142325.02339184564,-147501.2627245501,-147344.19701626265,-145063.60382599878,-122303.85062740454
BCI,msg,28907.762717067,-187500.02235174447,-187500.02235174447,-160044.16764309022,-142448.2709107722,-147654.52863628016,-147424.28331664603,-145107.9049835092,-122385.09921849957
BCI,msg,28907.765749736,-187500.02235174447,-187500.02235174447,-159887.7948388809,-142254.74950727815,-147421.24347940012,-147304.50031811005,-145043.59901471128,-122322.93901716937
BCI,msg,28907.768857528,-187500.02235174447,-187500.02235174447,-159718.65918858757,-142055.75192639255,-147173.0273572239,-147177.45300262608,-144974.77799353338,-122205.92763494584
BCI,msg,28907.773763246,-187500.02235174447,-187500.02235174447,-159907.0396908569,-142287.56186813855,-147452.7594390821,-147321.1300159848,-145053.09850610478,-122289.18788304186
BCI,msg,28907.77775524,-187500.02235174447,-187500.02235174447,-160041.3736750333,-142446.10279156003,-147649.2983280776,-147421.95873522267,-145107.21207943108,-122379.71244808585
BCI,msg,28907.78180127,-187500.02235174447,-187500.02235174447,-159934.68879874813,-142311.6346969169,-147488.8128028885,-147339.59255690486,-145063.4473637876,-122349.24702039326
BCI,msg,28907.785818363,-187500.02235174447,-187500.02235174447,-159720.8496595442,-142057.22714152662,-147174.41316538016,-147178.0341479819,-144975.5603045893,-122214.75657400567
BCI,msg,28907.790770462,-187500.02235174447,-187500.02235174447,-159869.44405668307,-142242.18782689428,-147395.6507319988,-147291.78217551496,-145037.85461638626,-122270.4124176994
BCI,msg,28907.793793551,-187500.02235174447,-187500.02235174447,-160032.74590167357,-142436.625651911,-147635.01556337066,-147415.18615665272,-145104.5969253298,-122371.95639275985
BCI,msg,28907.796870744,-187500.02235174447,-187500.02235174447,-159977.64885159122,-142363.87072370897,-147550.41421060733,-147371.84612415388,-145081.75344249647,-122371.88933752649
BCI,msg,28907.801753056,-187500.02235174447,-187500.02235174447,-159736.42882542955,-142074.99677836857,-147195.91554354614,-147188.4500608981,-144981.03648198087,-122230.29103640212
BCI,msg,28907.805776965,-187500.02235174447,-187500.02235174447,-159828.20508816303,-142192.18697454775,-147333.51288241302,-147259.37214605478,-145020.28614524438,-122250.38525466745
BCI,msg,28907.809824311,-187500.02235174447,-187500.02235174447,-160017.74788114405,-142419.52656740267,-147611.9932665817,-147403.40678732478,-145098.67371304915,-122361.09344495457
BCI,msg,28907.813847485,-187500.02235174447,-187500.02235174447,-160011.04235780746,-142405.24380269574,-147598.87279258642,-147396.3883395658,-145095.05273044738,-122387.2896894562
BCI,msg,28907.818756284,-187500.02235174447,-187500.02235174447,-159768.213006045,-142112.03361893102,-147240.21670105658,-147212.03115129843,-144995.14043273218,-122255.2579349587
BCI,msg,28907.821837535,-187500.02235174447,-187500.02235174447,-159787.68137546556,-142143.16959895726,-147272.78319272795,-147227.45385497258,-145002.36004619123,-122231.78860328063
BCI,msg,28907.824926886,-187500.02235174447,-187500.02235174447,-159994.12208725477,-142392.68212231185,-147577.99626326517,-147383.80430743747,-145086.55906755436,-122344.24022963528
BCI,msg,28907.82978943,-187500.02235174447,-187500.02235174447,-160034.15406157423,-142434.27871874318,-147632.46746450276,-147413.2415548851,-145104.1498904407,-122395.85040758258
BCI,msg,28907.833832698,-187500.02235174447,-187500.02235174447,-159809.80960247634,-142161.02864277706,-147299.24765816305,-147242.92126213567,-145013.02182829642,-122283.95757483931
BCI,msg,28907.837843855,-187500.02235174447,-187500.02235174447,-159759.2052530295,-142106.8927177063,-147226.96211659457,-147205.90677331766,-144992.9276100311,-122223.69727178781
BCI,msg,28907.841890215,-187500.02235174447,-187500.02235174447,-159974.74312481203,-142368.87751446696,-147545.8768064829,-147369.8791706418,-145081.95460819657,-122334.74073824177
BCI,msg,28907.845935965,-187500.02235174447,-187500.02235174447,-160051.7225327161,-142455.91520737592,-147655.62387175846,-147427.01022946957,-145113.6493818342,-122402.77944836373
BCI,msg,28907.849850213,-187500.02235174447,-187500.02235174447,-159859.58693737828,-142219.92548941678,-147369.27567354153,-147280.53924805394,-145035.41827624064,-122316.47936302179
BCI,msg,28907.852923317,-187500.02235174447,-187500.02235174447,-159737.99344754143,-142079.66829295974,-147192.6968923446,-147189.21002020958,-144985.0150924939,-122219.78571650812
BCI,msg,28907.85783246,-187500.02235174447,-187500.02235174447,-159946.62463028726,-142334.79110417262,-147502.00033211714,-147347.86270235333,-145071.22577085803,-122319.54155201216
BCI,msg,28907.861861491,-187500.02235174447,-187500.02235174447,-160057.0869513854,-142463.134820835,-147661.92706369486,-147430.74297079362,-145116.62216384677,-122401.8406750966
BCI,msg,28907.865898843,-187500.02235174447,-187500.02235174447,-159909.31956879134,-142279.44818490127,-147440.37657265385,-147317.9113647832,-145056.92065440663,-122346.16247965844
BCI,msg,28907.869917634,-187500.02235174447,-187500.02235174447,-159732.62902887215,-142070.86170564435,-147180.47048812752,-147185.0972992298,-144985.35036866073,-122226.02185321116
BCI,msg,28907.873980173,-187500.02235174447,-187500.02235174447,-159916.02509212794,-142297.19546999878,-147453.38528792682,-147324.90746079772,-145061.16748585313,-122305.07997334958
BCI,msg,28907.87786376,-187500.02235174447,-187500.02235174447,-160054.91883217322,-142461.54784697865,-147656.98732817022,-147429.24540391512,-145116.82332954687,-122397.12445701653
BCI,msg,28907.880953321,-187500.02235174447,-187500.02235174447,-159956.21352865858,-142336.26631930665,-147507.7670821866,-147352.84714136686,-145076.3890238272,-122371.82228229313
BCI,msg,28907.885106176,-187500.02235174447,-187500.02235174447,-159736.16060449608,-142074.10270859036,-147184.27028468493,-147186.483107386,-144985.7303483165,-122234.8954957599
BCI,msg,28907.889940664,-187500.02235174447,-187500.02235174447,-159879.05530679887,-142252.11200143243,-147396.5895052659,-147296.52074533948,-145046.79531416838,-122287.31033650761
BCI,msg,28907.893947814,-187500.02235174447,-187500.02235174447,-160044.4358640237,-142449.85788462852,-147640.40233378438,-147420.93055497773,-145113.02353298946,-122387.9378900454
BCI,msg,28907.898000119,-187500.02235174447,-187500.02235174447,-159993.16096224322,-142382.37796811794,-147563.15470494685,-147379.5798277354,-145089.50949782247,-122388.5413871457
BCI,msg,28907.90208972,-187500.02235174447,-187500.02235174447,-159749.7504651249,-142090.39713029828,-147204.78918609492,-147194.70854934558,-144988.39020590667,-122247.41247265489
BCI,msg,28907.90597433,-187500.02235174447,-187500.02235174447,-159829.479137597,-142193.72924491516,-147325.8238823204,-147255.77351519748,-145020.84493885576,-122258.81186232709
BCI,msg,28907.90895313,-187500.02235174447,-187500.02235174447,-160024.5651632029,-142427.57319540659,-147611.76974913714,-147404.36791233634,-145102.62997181775,-122372.42577939342
BCI,msg,28907.912936863,-187500.02235174447,-187500.02235174447,-160026.28624752598,-142423.0581430266,-147610.40629272538,-147404.21145012515,-145103.5016898515,-122403.87468384203
BCI,msg,28907.918137191,-187500.02235174447,-187500.02235174447,-159782.62988121866,-142128.7974272725,-147250.76672443948,-147218.93784033513,-145002.4718049135,-122272.24526074473
BCI,msg,28907.921987649,-187500.02235174447,-187500.02235174447,-159791.43646853406,-142146.9023402813,-147267.39642231422,-147226.15745379418,-145005.24342122595,-122242.4503853858
BCI,msg,28907.925997338,-187500.02235174447,-187500.02235174447,-160001.43110769166,-142400.77345380466,-147577.59393186498,-147385.4806882716,-145091.63291354573,-122356.15370942996
BCI,msg,28907.929072983,-187500.02235174447,-187500.02235174447,-160044.45821576813,-142446.79569563817,-147638.07775236104,-147416.3931508533,-145108.4414253761,-122407.60742516608
BCI,msg,28907.933114761,-187500.02235174447,-187500.02235174447,-159821.94659971556,-142175.803145862,-147307.89778326725,-147247.27985230446,-145017.31336323183,-122297.6144907015
BCI,msg,28907.937167522,-187500.02235174447,-187500.02235174447,-159761.0604478193,-142108.7479124961,-147219.67544790215,-147202.53165990493,-144993.68756934258,-122232.16858293637
BCI,msg,28907.941005791,-187500.02235174447,-187500.02235174447,-159978.63232834724,-142373.16904940238,-147541.11588491392,-147368.15808631876,-145084.07802391984,-122343.36851160151
BCI,msg,28907.945911021,-187500.02235174447,-187500.02235174447,-160060.03738165347,-142466.19700982535,-147658.4401915598,-147428.55249983698,-145116.71157082458,-122412.68127115743
BCI,msg,28907.950050274,-187500.02235174447,-187500.02235174447,-159869.42170493864,-142232.39776282286,-147375.84708641138,-147282.43914633265,-145037.09465707478,-122326.67175849341
BCI,msg,28907.954100856,-187500.02235174447,-187500.02235174447,-159738.90986906408,-142080.85293541587,-147185.25376144098,-147184.5385056184,-144983.69633957106,-122226.06655670007
BCI,msg,28907.957010141,-187500.02235174447,-187500.02235174447,-159945.12706340876,-142333.58410997203,-147491.65147443433,-147341.29128948346,-145068.40945105665,-122323.02842414718
BCI,msg,28907.960966403,-187500.02235174447,-187500.02235174447,-160062.20550086565,-142470.04150987166,-147661.345918339,-147429.42421787075,-145116.86803303577,-122408.85912285557
BCI,msg,28907.965100139,-187500.02235174447,-187500.02235174447,-159922.9541329091,-142296.45786243177,-147452.3571076819,-147323.29813519696,-145061.32394806432,-122360.17702343191
BCI,msg,28907.969099728,-187500.02235174447,-187500.02235174447,-159735.08772076224,-142074.59444696837,-147176.8271537813,-147181.5880753503,-144984.0763192268,-122234.38140563744
BCI,msg,28907.973972133,-187500.02235174447,-187500.02235174447,-159914.25930431596,-142295.31792346455,-147442.12000872137,-147318.44780665016,-145059.24523583,-122309.90795015193
BCI,msg,28907.977983319,-187500.02235174447,-187500.02235174447,-160060.17149212022,-142468.09690810405,-147655.7579822252,-147428.35133413688,-145118.32089642537,-122405.34989897608
BCI,msg,28907.982079464,-187500.02235174447,-187500.02235174447,-159970.13866545423,-142353.43245904834,-147519.9264311703,-147358.72565015862,-145081.6416837742,-122386.21680572235
BCI,msg,28907.986070981,-187500.02235174447,-187500.02235174447,-159743.98371505545,-142083.55749649496,-147186.86308704177,-147187.77950856442,-144988.7701855624,-122247.81480405507
BCI,msg,28907.990007538,-187500.02235174447,-187500.02235174447,-159873.89205382968,-142246.6358240409,-147381.5914847364,-147286.64127429025,-145041.6767646881,-122289.1655312974
BCI,msg,28907.99314644,-187500.02235174447,-187500.02235174447,-160050.24731758205,-142456.65281494294,-147639.28474656164,-147420.75174102208,-145115.504576624,-122397.07975352762
BCI,msg,28907.997163878,-187500.02235174447,-187500.02235174447,-160013.05401480844,-142405.28850618465,-147580.85728655546,-147391.31449357446,-145100.86418400577,-122408.72501238884
BCI,msg,28908.001115358,-187500.02235174447,-187500.02235174447,-159766.89425312213,-142109.50787180758,-147218.13317753474,-147204.38685469472,-144998.8284705673,-122267.99842929823
BCI,msg,28908.00601442,-187500.02235174447,-187500.02235174447,-159834.8882597552,-142198.73603567315,-147321.6217543628,-147256.4664192756,-145026.07524705832,-122271.4629496888
BCI,msg,28908.010123657,-187500.02235174447,-187500.02235174447,-160029.46019523861,-142433.18348326487,-147608.9981328247,-147403.4961943026,-145104.77573928545,-122381.03120100871
BCI,msg,28908.013098883,-187500.02235174447,-187500.02235174447,-160039.60788722133,-142439.0619920566,-147620.53163296363,-147409.91114496125,-145109.31314340988,-122417.62100668205
BCI,msg,28908.017078716,-187500.02235174447,-187500.02235174447,-159798.90195118214,-142147.52818912605,-147264.22247460159,-147227.38679973924,-145010.94311606206,-122290.88661562046
BCI,msg,28908.021087213,-187500.02235174447,-187500.02235174447,-159795.41507904712,-142150.83624730544,-147262.47903853405,-147225.26338401597,-145008.64088638316,-122253.67096110237
BCI,msg,28908.025254442,-187500.02235174447,-187500.02235174447,-160007.6672443947,-142407.68014284136,-147575.91755103084,-147386.30770281647,-145095.81268975887,-122366.86019502404
BCI,msg,28908.029276397,-187500.02235174447,-187500.02235174447,-160059.0762566419,-142463.67126270192,-147648.53836876614,-147423.81393001246,-145116.51040512449,-122423.18659105142
BCI,msg,28908.035870383,-187500.02235174447,-187500.02235174447,-159840.31973365782,-142196.92554437226,-147324.2145567196,-147257.42754428717,-145026.8799098587,-122317.23932233326
BCI,msg,28908.03815263,-187500.02235174447,-187500.02235174447,-159770.3140700238,-142118.35916261186,-147221.37418048075,-147206.37615995124,-145000.7730723349,-122248.08302498855
BCI,msg,28908.042015611,-187500.02235174447,-187500.02235174447,-159990.00936627502,-142385.0601774526,-147544.6251087934,-147374.14835383277,-145093.44340484662,-122359.86409900953
BCI,msg,28908.045117761,-187500.02235174447,-187500.02235174447,-160075.84006498338,-142483.67607398942,-147669.101973665,-147437.4931976191,-145127.12748374077,-122430.31679753267
BCI,msg,28908.049983166,-187500.02235174447,-187500.02235174447,-159887.6383766697,-142253.45310609974,-147391.91799067473,-147292.34096912635,-145046.37063102372,-122345.53663081369
BCI,msg,28908.053474142,-187500.02235174447,-187500.02235174447,-159746.82238660127,-142089.61481924236,-147186.66192134167,-147186.483107386,-144988.3231506733,-122239.87993477345
BCI,msg,28908.057395695,-187500.02235174447,-187500.02235174447,-159951.2961448784,-142340.44609551982,-147490.37742500036,-147342.2747662395,-145072.92450343663,-122335.25482836424
BCI,msg,28908.066425941,-187500.02235174447,-187500.02235174447,-160068.64280326877,-142478.15519310895,-147662.1952846283,-147429.58068008194,-145118.991448759,-122418.51507646026
BCI,msg,28908.067537982,-187500.02235174447,-187500.02235174447,-159933.70532199208,-142309.4889294492,-147459.4649624187,-147326.24856546504,-145064.36378531024,-122371.26348868174
BCI,msg,28908.069183489,-187500.02235174447,-187500.02235174447,-159738.23931673044,-142078.2377813146,-147173.00500547947,-147178.30236891538,-144983.0704907263,-122241.37750165195
BCI,msg,28908.073232607,-187500.02235174447,-187500.02235174447,-159913.36523453775,-142294.89324031989,-147433.73810455063,-147312.010504247,-145056.00423288398,-122314.17713334289
BCI,msg,28908.077400186,-187500.02235174447,-187500.02235174447,-160065.42415206722,-142474.60126574055,-147655.10978163598,-147427.27845040304,-145119.23731794802,-122413.642396169
BCI,msg,28908.081145469,-187500.02235174447,-187500.02235174447,-159981.89568303773,-142367.4022993329,-147528.15187312983,-147362.63720543828,-145085.41912858715,-122397.95147156138
BCI,msg,28908.085187095,-187500.02235174447,-187500.02235174447,-159748.4093604576,-142088.65369423077,-147185.2314096965,-147185.25376144098,-144987.965522762,-122255.21323146978
BCI,msg,28908.09016731,-187500.02235174447,-187500.02235174447,-159874.22732999653,-142247.01580369662,-147373.6342637103,-147281.65683527672,-145040.40271525417,-122295.02168834468
BCI,msg,28908.094551567,-187500.02235174447,-187500.02235174447,-160053.42126529472,-142460.81023941163,-147635.75317093768,-147417.86836598735,-145115.0575417349,-122403.87468384203
BCI,msg,28908.097235778,-187500.02235174447,-187500.02235174447,-160021.525325957,-142415.72677084527,-147584.70178660177,-147392.27561858602,-145102.2946956509,-122417.53159970422
BCI,msg,28908.101171511,-187500.02235174447,-187500.02235174447,-159772.7727619139,-142116.48161607762,-147218.13317753474,-147203.0457500274,-144998.69436010055,-122276.00035381322
